region,category,store_id,age_group,gender,income_band,units_sold,revenue,high_margin
Wales,Accessories,Store_B,18-24,Female,Low,3,43.92502502726473,1
London,Accessories,Store_B,45-54,Male,Low,2,34.97360209164958,1
North West,Socks,Store_A,55+,Female,Medium,1,7.453764327614654,1
London,Accessories,Online,25-34,Female,Medium,2,30.383511541510476,1
Scotland,Tights,Store_B,18-24,Male,High,1,11.141737210169538,1
Scotland,Legwear,Online,25-34,Female,Low,1,10.488714537650818,1
South East,Tights,Store_B,35-44,Male,Low,1,13.017664050772904,1
South East,Legwear,Store_A,55+,Female,Low,1,9.412342468796366,1
North West,Socks,Store_A,55+,Male,High,2,17.270862434288414,1
Scotland,Socks,Online,55+,Male,High,2,15.906042289288415,1
Wales,Accessories,Online,55+,Other,Low,2,29.334912533507588,1
Scotland,Legwear,Online,35-44,Male,Medium,2,19.57495751102893,1
South East,Tights,Store_B,18-24,Male,Medium,1,12.560476843261423,1
Wales,Socks,Online,45-54,Female,Medium,2,18.387089591706932,1
Midlands,Accessories,Store_A,45-54,Male,Medium,1,14.969757061178074,1
Scotland,Socks,Online,18-24,Male,Low,1,9.350800054763836,1
Midlands,Legwear,Online,55+,Female,Medium,2,19.512923772600676,1
Wales,Socks,Store_A,25-34,Female,Low,3,26.549919806359014,1
Scotland,Accessories,Online,55+,Male,Low,6,82.65845460222745,1
North West,Socks,Store_A,18-24,Female,Low,1,8.004733524200176,1
South East,Accessories,Online,55+,Female,Low,1,16.05530589973865,1
South East,Legwear,Store_A,25-34,Female,High,2,20.022382416071448,1
Scotland,Socks,Online,45-54,Male,Medium,1,7.470458800424997,1
Scotland,Tights,Store_A,45-54,Male,Low,1,12.997668020286515,1
Wales,Accessories,Store_A,25-34,Female,Medium,1,13.668553203300608,1
North West,Legwear,Store_B,25-34,Female,Medium,1,11.783083199255504,1
Scotland,Socks,Store_A,55+,Female,Medium,3,23.735817301862852,1
Midlands,Tights,Online,55+,Male,High,1,10.810681054558682,1
North West,Socks,Store_A,18-24,Female,Medium,1,8.687116203164525,1
Scotland,Socks,Online,18-24,Male,Low,2,15.757347441012477,1
London,Accessories,Online,18-24,Female,Medium,2,29.996095111182022,1
North West,Tights,Online,45-54,Female,Medium,1,12.911600211631821,1
North West,Accessories,Store_B,55+,Female,High,4,58.50279741456659,1
North West,Legwear,Online,35-44,Male,Low,5,46.68790185469198,1
London,Socks,Online,55+,Male,Low,2,18.357989390233318,1
Scotland,Accessories,Store_B,18-24,Male,Low,1,16.36640028482575,1
London,Socks,Store_B,25-34,Male,Medium,2,16.66132254804265,1
North West,Socks,Store_A,18-24,Female,Medium,2,15.7501426370858,1
South East,Socks,Store_B,18-24,Female,Low,2,18.95194233599379,1
South East,Legwear,Store_A,45-54,Male,Medium,4,36.05536243181905,1
North West,Accessories,Store_B,25-34,Female,Low,6,107.80390415098285,1
South East,Tights,Online,45-54,Female,Medium,3,40.01391234451486,1
Midlands,Accessories,Store_B,25-34,Male,Medium,1,16.169433339711993,1
Wales,Tights,Online,18-24,Male,Medium,1,13.019171403598433,1
London,Accessories,Online,18-24,Male,Low,1,16.098823408882225,1
Scotland,Socks,Store_A,25-34,Female,Medium,1,7.51076686936095,1
North West,Tights,Store_A,55+,Female,Low,3,32.87274870200055,1
North West,Tights,Online,18-24,Male,Medium,3,38.54767811136705,1
London,Accessories,Store_B,45-54,Female,High,1,15.755769446157032,1
South East,Accessories,Online,45-54,Male,Medium,1,13.670419542128668,1
South East,Legwear,Store_B,55+,Female,High,1,11.88961344659325,1
North West,Accessories,Store_A,45-54,Male,Medium,1,17.55406120045097,1
Wales,Accessories,Store_A,35-44,Other,Medium,2,30.127976451685008,1
North West,Socks,Online,18-24,Female,Medium,2,17.63674127727172,1
South East,Accessories,Store_A,25-34,Male,Low,1,14.98202068504346,1
Midlands,Legwear,Store_A,55+,Male,Medium,2,21.430604028126282,1
North West,Tights,Store_A,35-44,Male,Medium,2,25.373692207180774,1
Midlands,Legwear,Store_B,35-44,Female,Low,2,22.738661444368702,1
South East,Socks,Store_B,35-44,Male,Medium,3,25.82043253067293,1
North West,Tights,Store_B,35-44,Male,Low,3,36.594977544852775,1
London,Accessories,Online,45-54,Female,High,2,29.864266025056597,1
London,Legwear,Store_A,18-24,Male,Low,5,52.88030759899668,1
London,Accessories,Online,35-44,Male,Medium,3,49.01230356132174,1
Scotland,Tights,Store_B,55+,Female,High,1,11.829613740632146,1
Midlands,Socks,Online,35-44,Male,Medium,1,9.371363975630175,1
Wales,Accessories,Online,55+,Female,Medium,3,48.41519829749915,1
Scotland,Tights,Online,55+,Female,Low,2,25.967814373624734,1
Wales,Legwear,Store_A,45-54,Male,Low,1,9.96496538109846,1
Scotland,Tights,Online,45-54,Male,Low,2,22.301533174331148,1
North West,Accessories,Online,35-44,Male,Low,2,33.85682348275756,1
Midlands,Tights,Online,18-24,Male,Medium,3,37.29606118613601,1
Midlands,Accessories,Store_B,35-44,Male,Medium,1,16.90766448815034,1
Scotland,Legwear,Online,45-54,Male,Medium,4,37.11304551189464,1
Midlands,Tights,Online,55+,Female,Low,2,26.018825371660625,1
South East,Socks,Store_B,25-34,Male,Medium,3,27.10429395019888,1
Wales,Accessories,Store_A,55+,Female,High,1,14.499020315899799,1
South East,Legwear,Online,25-34,Male,Low,4,42.020502365737386,1
Wales,Tights,Online,45-54,Female,Low,1,11.051387506705412,1
Midlands,Tights,Online,45-54,Male,Medium,2,21.911507140691157,1
South East,Legwear,Store_B,18-24,Other,Medium,2,22.22614510572049,1
North West,Accessories,Online,35-44,Male,Low,1,16.00414135996863,1
North West,Accessories,Online,25-34,Female,High,2,32.370956494528265,1
South East,Accessories,Online,35-44,Female,Medium,2,32.77343501617241,1
South East,Accessories,Store_A,55+,Male,Low,1,15.54433609954246,1
Wales,Accessories,Online,25-34,Male,Low,3,52.25331385354188,1
Midlands,Tights,Online,18-24,Female,Medium,3,38.629358494566056,1
Scotland,Socks,Store_A,18-24,Male,Low,2,17.508318555658843,1
Midlands,Socks,Online,18-24,Male,High,5,36.002160467807556,1
London,Tights,Store_B,35-44,Male,Medium,1,11.720524068461593,1
London,Accessories,Store_A,35-44,Female,Low,1,16.123538221790856,1
Wales,Accessories,Store_A,35-44,Male,Low,3,40.8501678093573,1
North West,Socks,Online,55+,Female,High,2,18.05120133287435,1
Midlands,Socks,Store_A,25-34,Female,High,2,18.91944689131107,1
Midlands,Socks,Online,25-34,Male,Medium,1,8.030403962899175,1
Midlands,Legwear,Online,45-54,Female,Low,3,32.93191570818163,1
South East,Socks,Store_A,35-44,Female,Medium,3,23.414947262238016,1
London,Tights,Online,55+,Male,Medium,1,12.009065048860887,1
London,Tights,Store_B,45-54,Female,High,3,36.93557029204288,1
South East,Accessories,Store_A,18-24,Male,Low,3,46.11680817473671,1
Wales,Tights,Store_A,25-34,Male,Medium,2,24.127913051996813,1
North West,Tights,Online,55+,Female,Low,3,32.77640574048381,1
North West,Socks,Store_A,18-24,Female,Low,3,25.66923614711478,1
London,Legwear,Online,25-34,Other,High,2,22.924494146467733,1
London,Socks,Online,55+,Female,Low,8,57.64263018259575,1
Midlands,Tights,Store_A,35-44,Male,Medium,1,10.85700963976605,1
North West,Legwear,Online,25-34,Female,Low,2,22.369862652286955,1
London,Tights,Online,18-24,Female,Medium,1,11.21588644430788,1
South East,Socks,Store_A,35-44,Male,Medium,2,17.759674491134945,1
Scotland,Socks,Online,45-54,Male,Medium,1,9.104602201001084,1
North West,Legwear,Online,45-54,Male,High,2,21.67157497149137,1
Wales,Socks,Online,35-44,Female,Low,1,8.390024930852537,1
London,Accessories,Store_A,45-54,Female,Low,6,93.87780977945555,1
London,Socks,Store_B,55+,Female,High,2,18.588595929706784,1
Midlands,Socks,Online,18-24,Female,Low,4,33.68367494992098,1
Wales,Accessories,Store_A,35-44,Female,Low,1,16.380323660192197,1
Wales,Accessories,Store_A,55+,Male,Low,1,17.17664862249151,1
Scotland,Tights,Online,25-34,Male,Medium,1,14.209936523093443,1
Midlands,Legwear,Online,18-24,Male,Low,2,23.152850727076398,1
Midlands,Legwear,Store_B,18-24,Female,Medium,1,11.15439563446198,1
Midlands,Accessories,Online,55+,Male,Medium,1,14.026211722127979,1
Midlands,Legwear,Store_A,18-24,Male,High,1,10.439495848992419,1
North West,Socks,Online,25-34,Male,High,2,15.427112081890412,1
Midlands,Tights,Online,35-44,Female,Low,4,44.01546069385379,1
Wales,Tights,Store_A,55+,Female,Low,4,47.410370241325225,1
London,Accessories,Store_A,18-24,Female,Low,6,81.66795050352285,1
South East,Accessories,Online,35-44,Female,High,1,16.63704466750688,1
Scotland,Socks,Store_B,18-24,Male,Medium,2,18.679418159987225,1
Wales,Socks,Store_A,35-44,Male,High,1,8.3481196743307,1
London,Accessories,Store_A,45-54,Male,Low,2,27.438402561097874,1
Midlands,Legwear,Online,18-24,Male,High,1,11.206985647648594,1
North West,Socks,Online,35-44,Male,Medium,1,7.216823741981238,1
North West,Accessories,Online,35-44,Male,Low,2,29.733224607037453,1
Wales,Accessories,Store_B,55+,Male,Low,5,75.62842100538222,1
Scotland,Legwear,Online,25-34,Male,Low,3,32.56555090731797,1
Wales,Legwear,Store_B,55+,Male,Medium,3,30.443747943000293,1
Midlands,Accessories,Online,35-44,Other,Low,1,14.685277190032586,1
South East,Socks,Online,25-34,Female,High,3,22.688187817127343,1
Wales,Legwear,Store_A,18-24,Male,High,2,21.7919856296594,1
North West,Tights,Online,25-34,Female,Medium,2,26.03921383325372,1
Scotland,Legwear,Store_A,45-54,Male,High,1,9.795535101867571,1
South East,Tights,Store_A,45-54,Female,High,1,11.565895823454632,1
Wales,Socks,Store_A,55+,Female,Low,3,25.100577855157805,1
London,Socks,Online,55+,Female,Low,3,26.311243053322013,1
South East,Legwear,Store_B,35-44,Male,Low,2,21.377232452964044,1
South East,Socks,Online,45-54,Female,High,3,24.909073363733313,1
London,Legwear,Store_A,18-24,Female,Medium,1,10.645492023315668,1
London,Accessories,Online,18-24,Female,Low,1,15.196954857680183,1
North West,Socks,Store_A,55+,Male,High,1,7.6728862314071264,1
South East,Tights,Store_A,35-44,Female,Medium,1,11.300671216874568,1
London,Tights,Store_B,45-54,Male,Medium,1,12.844069188886474,1
Scotland,Tights,Online,35-44,Female,Low,6,84.33980021383387,1
London,Accessories,Online,55+,Female,Medium,1,15.968644265473195,1
Scotland,Legwear,Store_B,55+,Male,Low,1,9.884113245115877,1
Wales,Tights,Store_B,18-24,Female,Low,1,12.343865793900614,1
London,Socks,Store_A,45-54,Female,High,1,7.432886427293192,1
Wales,Legwear,Store_A,45-54,Female,Medium,1,9.229519619158623,1
Wales,Legwear,Online,18-24,Female,Low,1,11.332089956516283,1
Scotland,Legwear,Store_A,18-24,Female,Low,2,20.20479791753363,1
North West,Socks,Store_A,25-34,Female,High,1,7.706144141105885,1
North West,Tights,Online,25-34,Male,Medium,1,13.914826545097604,1
Scotland,Tights,Online,25-34,Female,Low,2,23.587546174353353,1
Wales,Legwear,Online,35-44,Female,Medium,1,10.743164156806891,1
South East,Tights,Store_B,35-44,Female,Low,3,37.921761431881535,1
Wales,Legwear,Online,35-44,Female,Low,2,21.738297000480074,1
Midlands,Legwear,Online,45-54,Male,Medium,4,40.72049569978671,1
London,Legwear,Online,45-54,Male,Low,1,11.129995381710543,1
Midlands,Legwear,Online,18-24,Female,High,3,30.03097695305264,1
Wales,Tights,Online,45-54,Male,Low,2,21.68808172432032,1
London,Accessories,Online,18-24,Female,Low,5,84.26652523230148,1
London,Legwear,Online,18-24,Female,Medium,4,42.425434591368614,1
Midlands,Legwear,Store_A,35-44,Female,Medium,2,22.47203347465838,1
South East,Legwear,Store_B,25-34,Female,High,3,31.122319988968034,1
Scotland,Accessories,Online,25-34,Male,High,1,15.56813320132513,1
South East,Tights,Online,18-24,Female,Medium,2,26.53402994072759,1
London,Accessories,Online,25-34,Male,Low,3,43.29222634437946,1
South East,Legwear,Store_A,35-44,Male,Low,1,11.180497352372038,1
South East,Legwear,Online,45-54,Female,Low,1,9.939728178551734,1
Scotland,Socks,Store_B,35-44,Male,Low,3,23.56121486123139,1
Scotland,Tights,Online,45-54,Female,Low,1,13.600658282240076,1
South East,Socks,Store_A,18-24,Male,Low,2,17.03190778236316,1
South East,Accessories,Store_A,25-34,Male,Low,1,17.946862017766698,1
South East,Socks,Online,25-34,Female,High,2,15.009724306258274,1
South East,Tights,Online,25-34,Male,Low,2,28.273838432939954,1
North West,Accessories,Online,45-54,Male,Low,3,52.89325029769066,1
London,Tights,Online,35-44,Female,Low,2,22.107938431453427,1
London,Tights,Online,18-24,Male,Medium,2,21.96730571703373,1
Wales,Socks,Store_A,35-44,Male,Medium,1,8.395118545731576,1
North West,Accessories,Store_A,35-44,Male,Medium,2,28.741438895661705,1
Wales,Tights,Online,55+,Female,Medium,2,23.955823734160024,1
South East,Legwear,Store_A,55+,Male,Medium,1,11.634506313659223,1
London,Accessories,Online,18-24,Female,High,1,13.924508665108405,1
Scotland,Socks,Store_A,25-34,Male,Medium,2,15.947471142592681,1
Wales,Legwear,Online,35-44,Female,High,6,66.27329301369895,1
North West,Accessories,Store_A,45-54,Male,Medium,3,44.05919822925724,1
Midlands,Legwear,Store_B,55+,Male,Low,1,11.961671532313707,1
Midlands,Tights,Online,35-44,Female,Low,1,11.49630695691678,1
North West,Legwear,Store_A,55+,Male,Low,2,23.29419806923238,1
London,Tights,Online,55+,Male,Low,2,25.734140116362084,1
South East,Legwear,Store_B,55+,Male,Low,2,21.835024931502925,1
South East,Legwear,Store_A,55+,Male,Medium,1,9.745172563305948,1
Midlands,Tights,Online,35-44,Male,Medium,4,52.63956789078995,1
Scotland,Socks,Store_B,45-54,Male,Low,2,15.350916789832482,1
North West,Accessories,Online,45-54,Male,Medium,2,31.56283090454403,1
London,Tights,Online,25-34,Female,Low,1,13.603504047435454,1
London,Legwear,Online,45-54,Male,Low,1,10.835454368332943,1
South East,Socks,Online,35-44,Male,High,1,7.4294550819340985,1
Scotland,Socks,Online,18-24,Female,Medium,1,7.506236176399051,1
Midlands,Accessories,Store_A,45-54,Other,High,1,16.459360302900823,1
Midlands,Socks,Online,35-44,Female,High,2,15.038237030515647,1
London,Tights,Store_B,35-44,Male,Medium,1,11.994779955576838,1
Midlands,Accessories,Online,25-34,Female,Low,1,14.475931628507075,1
London,Socks,Store_A,45-54,Male,Low,1,8.908730101182462,1
South East,Accessories,Online,18-24,Other,Medium,2,34.30286903414029,1
South East,Accessories,Store_A,25-34,Male,Low,1,15.791530797159439,1
North West,Socks,Online,35-44,Other,Low,4,38.09286389958346,1
South East,Legwear,Store_A,35-44,Female,Low,3,30.880203104255905,1
Midlands,Tights,Store_A,45-54,Female,Low,1,11.497841750345613,1
South East,Socks,Store_A,55+,Female,Low,2,18.032298305816376,1
Midlands,Tights,Store_B,55+,Male,Low,4,55.63524016841602,1
South East,Socks,Store_B,25-34,Female,Medium,3,26.149109813026797,1
Midlands,Legwear,Online,35-44,Male,Medium,2,22.22484657837702,1
South East,Socks,Online,18-24,Female,Low,4,31.903458455694356,1
London,Accessories,Store_A,18-24,Female,Medium,1,13.78259996545301,1
South East,Legwear,Store_A,45-54,Male,Medium,1,10.445232239694565,1
Midlands,Socks,Online,35-44,Male,Low,5,42.799200960454556,1
Midlands,Accessories,Store_A,55+,Female,Low,4,68.36506994752446,1
Wales,Socks,Online,25-34,Male,High,4,29.445582006716343,1
London,Accessories,Store_B,25-34,Female,Low,4,63.3063677594123,1
North West,Accessories,Store_B,55+,Female,High,2,33.69528523322677,1
Wales,Socks,Online,55+,Male,High,1,7.958252033335668,1
Midlands,Tights,Online,45-54,Male,Low,2,28.34075878718219,1
South East,Legwear,Store_A,18-24,Male,High,1,9.02904325583895,1
North West,Socks,Store_A,18-24,Male,Medium,2,15.648449824837272,1
South East,Socks,Online,45-54,Male,Low,3,25.448525454453858,1
North West,Socks,Store_A,55+,Female,Low,2,17.825339004415593,1
North West,Tights,Online,18-24,Female,Medium,3,40.301093288075414,1
South East,Accessories,Online,55+,Male,Medium,1,14.030103562926657,1
Scotland,Socks,Store_A,18-24,Male,High,2,17.387856558487773,1
South East,Legwear,Online,55+,Female,Low,1,10.786380372486224,1
Scotland,Accessories,Store_A,18-24,Female,Medium,1,14.685207137632293,1
Midlands,Tights,Online,18-24,Female,High,1,12.60228706541368,1
London,Tights,Store_B,35-44,Male,Medium,1,14.272911217599134,1
North West,Accessories,Online,25-34,Female,High,1,16.27006590350032,1
Scotland,Socks,Online,25-34,Female,Medium,1,7.876552109481718,1
North West,Legwear,Store_B,18-24,Female,Medium,2,18.270212983839112,1
South East,Socks,Store_A,25-34,Female,Low,1,8.156888772421956,1
Scotland,Socks,Store_A,18-24,Other,Low,4,35.57689216025506,1
Midlands,Socks,Store_A,55+,Male,Medium,1,8.709330811264158,1
Scotland,Tights,Store_B,18-24,Male,Low,2,24.824874186166056,1
London,Legwear,Online,55+,Female,Low,1,10.588054118259485,1
Scotland,Socks,Online,35-44,Male,Low,2,15.817138124866448,1
Midlands,Accessories,Online,35-44,Female,Medium,1,15.528943623499794,1
South East,Legwear,Store_A,25-34,Male,High,1,11.1800537559415,1
Midlands,Socks,Online,35-44,Male,Low,2,17.77990145589657,1
Wales,Tights,Online,25-34,Male,Medium,3,33.83172941971671,1
Scotland,Legwear,Online,18-24,Female,Medium,3,31.526362929338607,1
Wales,Socks,Store_B,55+,Other,Medium,4,37.2273716229704,1
North West,Tights,Online,35-44,Female,Low,1,13.764872488726624,1
Midlands,Legwear,Online,45-54,Male,High,1,10.58409091468552,1
Scotland,Legwear,Store_A,55+,Female,Low,1,9.081205553037696,1
Midlands,Accessories,Store_A,45-54,Female,High,2,35.38637341430503,1
North West,Legwear,Store_A,45-54,Male,High,1,9.180194969530293,1
London,Accessories,Store_B,55+,Female,Low,4,56.16278734166246,1
London,Tights,Store_A,35-44,Other,Low,2,28.629876327471464,1
South East,Accessories,Online,18-24,Female,Low,4,66.48373237146781,1
Wales,Legwear,Store_A,45-54,Female,High,4,42.73781479598782,1
London,Accessories,Online,18-24,Female,Medium,1,17.18392268572979,1
Midlands,Accessories,Online,25-34,Female,Low,1,15.354959913165922,1
Scotland,Legwear,Online,25-34,Female,Medium,6,55.897107625017966,1
North West,Socks,Online,45-54,Female,Medium,7,51.1583868408836,1
South East,Accessories,Store_A,18-24,Female,Low,3,44.59948827626954,1
Scotland,Tights,Online,45-54,Female,Medium,1,13.035465412672966,1
North West,Legwear,Store_B,25-34,Female,Low,4,47.83993085893292,1
South East,Accessories,Store_A,18-24,Female,Medium,2,34.40410441370903,1
North West,Socks,Online,45-54,Female,Medium,1,8.604818556660943,1
Midlands,Legwear,Store_B,45-54,Male,Low,1,10.449661655094049,1
London,Accessories,Online,55+,Male,High,1,16.856624676399345,1
South East,Legwear,Online,25-34,Male,Low,2,23.808947701269844,1
Wales,Accessories,Online,18-24,Male,Medium,2,32.12506230738753,1
Wales,Legwear,Online,35-44,Male,Medium,2,20.716319762944607,1
London,Socks,Online,25-34,Male,High,2,18.895274156467217,1
South East,Socks,Online,18-24,Male,Low,1,8.244216112212849,1
London,Tights,Online,45-54,Female,Medium,2,26.985878084696605,1
Wales,Legwear,Store_B,35-44,Female,High,1,11.510311290827797,1
North West,Accessories,Store_A,45-54,Male,Low,1,13.691369888829886,1
Scotland,Tights,Store_A,45-54,Female,High,1,13.62759562416693,1
London,Tights,Online,55+,Other,High,2,23.879949801438485,1
North West,Socks,Online,35-44,Female,Low,1,9.186514718913264,1
South East,Tights,Store_A,45-54,Other,Low,6,78.8163416941106,1
Wales,Legwear,Store_A,55+,Female,Medium,4,37.40472748493731,1
London,Accessories,Online,25-34,Female,Low,1,15.648082719860247,1
North West,Socks,Store_A,35-44,Male,Low,1,7.262018733772856,1
London,Accessories,Store_B,35-44,Male,High,2,28.017387303174967,1
South East,Legwear,Online,18-24,Male,Medium,3,32.23776022237266,1
London,Tights,Online,25-34,Male,Low,4,49.28544889843572,1
North West,Tights,Online,35-44,Male,Medium,1,11.06688641239131,1
Midlands,Legwear,Online,55+,Male,Low,1,11.643716351482187,1
North West,Legwear,Store_A,55+,Male,Medium,2,18.660177744872726,1
London,Tights,Online,18-24,Male,Medium,3,42.538924773231265,1
Wales,Legwear,Store_A,18-24,Female,Medium,3,31.953256968961014,1
Wales,Accessories,Online,55+,Female,Low,1,17.085909448012067,1
London,Legwear,Store_A,45-54,Female,Low,2,20.29224351412045,1
South East,Tights,Online,55+,Female,Medium,6,86.23680010935473,1
Wales,Tights,Online,45-54,Female,Low,2,26.7488869879395,1
Wales,Legwear,Online,18-24,Male,Low,2,18.01926233761216,1
North West,Socks,Online,45-54,Other,Low,6,44.75030162915036,1
North West,Accessories,Online,35-44,Male,Medium,4,58.98967534182498,1
Midlands,Socks,Online,55+,Female,Low,3,25.073744033980507,1
North West,Legwear,Online,45-54,Male,Low,1,11.199700193702833,1
Midlands,Tights,Online,35-44,Male,Medium,1,11.48631364009204,1
South East,Tights,Online,55+,Male,Medium,2,26.66930424888243,1
Wales,Tights,Online,55+,Female,Low,1,13.836516966615768,1
Midlands,Accessories,Store_B,35-44,Male,Medium,4,65.0035397770666,1
Midlands,Tights,Store_B,55+,Female,Medium,4,51.742656645825555,1
Scotland,Socks,Store_A,45-54,Female,Low,2,18.87031429955296,1
North West,Accessories,Store_A,55+,Female,Medium,1,13.546767161448939,1
Scotland,Socks,Store_A,35-44,Female,Low,1,8.826568552240522,1
North West,Tights,Online,45-54,Female,Low,2,23.27388301247654,1
Wales,Legwear,Store_B,55+,Female,Low,4,37.69886989671376,1
North West,Socks,Store_B,55+,Female,High,1,8.151080054561909,1
Midlands,Accessories,Store_A,18-24,Male,Medium,2,35.72018178856789,1
Scotland,Legwear,Store_A,18-24,Male,Low,3,28.200722604966703,1
North West,Legwear,Store_A,45-54,Female,Medium,1,9.605412247726317,1
Midlands,Accessories,Store_B,35-44,Female,High,2,31.580319017957954,1
North West,Socks,Online,25-34,Male,Medium,1,7.24949058366457,1
London,Socks,Store_A,18-24,Male,High,1,7.827318008230235,1
London,Socks,Store_A,25-34,Other,Low,1,9.300688331559092,1
North West,Accessories,Online,55+,Female,High,2,35.45252203342865,1
North West,Socks,Store_B,55+,Male,Low,3,23.230010904910085,1
London,Legwear,Online,45-54,Female,Low,1,11.967068154936108,1
London,Accessories,Online,55+,Female,Medium,3,51.681731321411945,1
Wales,Socks,Online,25-34,Female,High,2,17.47866919685412,1
Midlands,Tights,Store_A,35-44,Female,Medium,1,11.100764833978337,1
Scotland,Legwear,Online,25-34,Male,High,2,20.208227244411088,1
South East,Accessories,Store_B,55+,Other,Low,3,49.41962456915075,1
London,Accessories,Store_A,45-54,Female,Medium,1,13.96383136493187,1
London,Socks,Store_B,55+,Female,Medium,4,31.100326633269503,1
Scotland,Tights,Store_A,18-24,Male,Low,3,36.902086057900625,1
Scotland,Socks,Online,55+,Other,Low,3,22.6341103167512,1
Scotland,Socks,Online,45-54,Female,Medium,2,18.97362811035121,1
Scotland,Socks,Store_B,25-34,Male,Low,1,7.685578467460408,1
North West,Socks,Online,25-34,Female,High,2,15.33751075476271,1
South East,Legwear,Online,55+,Male,Low,1,9.423159495386411,1
North West,Tights,Store_A,35-44,Female,Medium,1,12.109330549735475,1
North West,Socks,Online,55+,Male,Medium,1,9.253671649185533,1
Midlands,Socks,Online,18-24,Male,Low,1,8.267875147852772,1
Wales,Socks,Online,45-54,Male,Low,1,8.20106481951746,1
North West,Tights,Online,55+,Female,Medium,2,27.77184969748494,1
London,Legwear,Online,55+,Male,High,3,28.214411259028232,1
South East,Accessories,Online,35-44,Female,Medium,1,15.709382797477634,1
South East,Socks,Online,18-24,Female,Low,3,27.00826093218877,1
Scotland,Socks,Online,55+,Male,Medium,3,27.475306752548747,1
Scotland,Socks,Online,45-54,Male,Medium,1,7.415670923363785,1
Midlands,Accessories,Store_A,45-54,Female,Low,1,15.149522135563256,1
London,Accessories,Store_A,35-44,Female,Medium,1,16.73010285506682,1
Wales,Socks,Store_B,25-34,Male,Medium,4,34.995742921626885,1
Midlands,Accessories,Store_A,45-54,Male,Low,1,17.747482095174952,1
Midlands,Legwear,Online,35-44,Female,Low,1,10.274655113698953,1
Wales,Legwear,Online,45-54,Female,Low,2,21.09457454118615,1
Midlands,Legwear,Store_A,45-54,Female,Medium,4,37.07835361341012,1
South East,Socks,Store_A,55+,Male,Low,2,17.8014100898511,1
Scotland,Socks,Online,25-34,Male,Medium,1,7.297902835825482,1
London,Socks,Online,35-44,Female,Medium,3,21.931266224374035,1
London,Accessories,Online,45-54,Male,Medium,1,15.680357253389696,1
Scotland,Socks,Store_A,45-54,Female,Low,1,9.09870076045924,1
Midlands,Accessories,Store_B,45-54,Female,High,1,15.122182986937206,1
South East,Accessories,Store_B,25-34,Female,Medium,4,64.07339443716117,1
Scotland,Legwear,Online,45-54,Other,Medium,4,47.543981547809196,1
South East,Accessories,Store_A,18-24,Female,High,2,35.92243327365531,1
South East,Tights,Store_A,25-34,Female,Low,1,13.20468972182795,1
North West,Legwear,Store_A,45-54,Female,Medium,1,9.248175270612672,1
Midlands,Accessories,Online,18-24,Female,Medium,3,40.94597705261687,1
South East,Tights,Store_B,18-24,Female,Medium,3,36.27701573066768,1
Scotland,Accessories,Store_A,18-24,Female,Medium,1,14.327608973366768,1
North West,Accessories,Store_A,18-24,Female,Low,1,17.506099406017857,1
Wales,Legwear,Online,25-34,Other,Medium,1,9.585899207771625,1
Wales,Accessories,Store_A,35-44,Male,Medium,3,47.10369338876466,1
South East,Tights,Store_A,25-34,Male,Medium,1,11.165018179057945,1
South East,Socks,Online,35-44,Male,Medium,1,7.811261717392966,1
North West,Accessories,Store_A,25-34,Male,Low,1,15.271917620807816,1
Wales,Legwear,Store_B,35-44,Male,High,5,56.90750348622563,1
Scotland,Socks,Store_A,55+,Female,Low,1,8.201828201280144,1
South East,Socks,Store_A,18-24,Female,Low,1,8.968931391127548,1
London,Legwear,Online,35-44,Male,Low,3,30.397914491482144,1
South East,Socks,Store_A,25-34,Female,Medium,4,35.475506857935166,1
Scotland,Tights,Online,45-54,Female,Medium,1,13.45681181899024,1
Scotland,Accessories,Store_A,18-24,Male,Low,1,16.27179282484535,1
Scotland,Tights,Store_A,45-54,Male,High,2,26.49960985900966,1
London,Accessories,Online,45-54,Other,High,3,46.249607665830155,1
Wales,Socks,Store_A,55+,Female,Medium,2,16.278998995015368,1
Wales,Accessories,Store_A,45-54,Female,Medium,1,17.975825633275793,1
Midlands,Tights,Online,55+,Male,Medium,2,24.243376019786737,1
Scotland,Accessories,Online,35-44,Male,Medium,1,16.99844945663289,1
North West,Legwear,Store_A,25-34,Female,Low,1,10.45442969361188,1
Scotland,Socks,Store_A,18-24,Male,Medium,2,18.549770102301345,1
Midlands,Accessories,Store_A,55+,Female,Medium,6,101.84716164011706,1
South East,Socks,Store_A,45-54,Female,Low,2,18.79812963470179,1
Wales,Tights,Store_A,25-34,Male,High,2,27.186831991482006,1
Scotland,Socks,Online,25-34,Female,Medium,2,15.150888875980465,1
Midlands,Accessories,Online,45-54,Male,Medium,4,71.1800835598229,1
Midlands,Socks,Store_A,45-54,Female,High,2,14.85827478951608,1
Scotland,Tights,Store_A,35-44,Female,Medium,1,13.741907233378967,1
South East,Tights,Online,25-34,Female,High,4,51.026932259167985,1
Wales,Accessories,Store_B,18-24,Male,Low,1,16.27673061504488,1
Scotland,Tights,Store_A,45-54,Female,Medium,2,25.96747558516858,1
South East,Tights,Store_A,25-34,Female,Low,3,35.97357895265195,1
North West,Accessories,Store_A,55+,Female,Medium,3,44.95300978669834,1
Wales,Tights,Online,18-24,Male,Medium,1,13.76002765967733,1
